Date,Custody/AOR/Facility,Confirmed cases currently under isolation or monitoring,Detainee deaths,Total confirmed COVID-19 cases
1/10/2021,Prairieland Detention Facility,1,0,132
1/10/2021,Rolling Plains Detention Center,0,0,59
1/10/2021,Aurora Contract Detention Facility,38,0,167
1/10/2021,Butler County Jail,1,0,1
1/10/2021,Calhoun County Correctional Center,6,0,54
1/10/2021,Geauga County Jail,0,0,1
1/10/2021,Monroe County Jail,0,0,1
1/10/2021,Morrow County Correctional Facility,0,0,51
1/10/2021,Saint Clair County Jail,2,0,14
1/10/2021,Cibola County Correctional Center,0,0,1
1/10/2021,El Paso Service Processing Center,9,0,321
1/10/2021,Otero County Processing Center,0,0,185
1/10/2021,Torrance County Detention Center,0,0,55
1/10/2021,Coastal Bend Detention Center,0,0,12
1/10/2021,Houston Contract Detention Facility,0,0,159
1/10/2021,IAH Polk Adult Detention Facility,0,0,31
1/10/2021,Joe Corley Detention Center,0,1,51
1/10/2021,Montgomery Processing Center (Houston),9,0,241
1/10/2021,Adelanto ICE Processing Center,5,0,268
1/10/2021,Baker County Detention Center,1,0,13
1/10/2021,Broward Transitional Center,30,0,190
1/10/2021,Glades County Detention Center,3,1,182
1/10/2021,Krome North Service Processing Center,4,0,220
1/10/2021,Larkin Behavioral Health Center,0,0,2
1/10/2021,San Juan Staging Facility,0,0,1
1/10/2021,Wakulla County Jail,1,0,42
1/10/2021,Elizabeth Detention Center,2,0,38
1/10/2021,Essex County Jail,8,0,22
1/10/2021,Adams County Correctional Center,3,0,109
1/10/2021,Alexandria Staging Facility,13,0,216
1/10/2021,Allen Parish Detention Center,0,0,12
1/10/2021,Catahoula Correctional Center,0,0,119
1/10/2021,Etowah County Jail,7,0,29
1/10/2021,Hancock County Jail,0,0,1
1/10/2021,Jackson Parish Correctional,2,0,114
1/10/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/10/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/10/2021,Pine Prairie ICE Processing Center,5,0,70
1/10/2021,Richwood Correctional Center,0,0,127
1/10/2021,River Correctional Center,0,0,56
1/10/2021,South Louisiana Correctional Center,5,0,29
1/10/2021,Winn Correctional Center,11,1,284
1/10/2021,Bergen County Jail,0,0,7
1/10/2021,Hudson County Jail,0,0,14
1/10/2021,Berks Family Residential Center,0,0,1
1/10/2021,Cambria County Prison,1,0,12
1/10/2021,Clinton County Correctional Facility,14,0,62
1/10/2021,Pike County Correctional Facility,4,0,36
1/10/2021,South Central Regional Jail,1,0,1
1/10/2021,York County Prison,110,0,230
1/10/2021,CCA Florence Correctional Center,12,0,103
1/10/2021,Eloy Federal Contract Facility,2,0,278
1/10/2021,Florence Detention Center,6,0,94
1/10/2021,La Palma Correctional Facility,16,0,531
1/10/2021,Cache County Jail,0,0,15
1/10/2021,Henderson Detention Center,1,0,27
1/10/2021,Nevada Southern Detention Center,0,0,13
1/10/2021,Nye County Jail,1,0,60
1/10/2021,Washington County Jail,0,0,6
1/10/2021,El Valle Detention Facility,8,0,114
1/10/2021,Karnes County Family Residential Center,5,0,95
1/10/2021,Laredo Processing Center,0,0,7
1/10/2021,LaSalle County Regional Detention Center,0,0,11
1/10/2021,Limestone County Detention Center,3,0,92
1/10/2021,Port Isabel Detention Center,10,0,241
1/10/2021,Rio Grande Detention Center,12,0,181
1/10/2021,South Texas Family Residential Center (Dilley),2,0,27
1/10/2021,South Texas ICE Processing Center (Pearsall),2,0,282
1/10/2021,T. Don Hutto Residential Center,1,0,3
1/10/2021,Webb County Detention Center (CCA),6,0,100
1/10/2021,Imperial Regional Detention Facility,10,0,19
1/10/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/10/2021,San Luis Regional Detention Center,0,0,21
1/10/2021,Golden State Annex Facility,2,0,5
1/10/2021,Mesa Verde ICE Processing Center,0,0,59
1/10/2021,Yuba County Jail,6,0,7
1/10/2021,Northwest ICE Processing Center (NWIPC),1,0,29
1/10/2021,Douglas County Corrections,0,0,1
1/10/2021,Freeborn County Adult Detention Center,0,0,5
1/10/2021,Hardin County Jail,0,0,7
1/10/2021,Kandiyoh County Jail,1,0,41
1/10/2021,Linn County Jail,0,0,2
1/10/2021,Nobles County Jail,0,0,2
1/10/2021,Phelps County Jail,0,0,2
1/10/2021,Polk County Jail,0,0,15
1/10/2021,Sherburne County Jail,0,0,2
1/10/2021,Caroline Detention Facility,9,0,65
1/10/2021,Immigration Centers of America - Farmville,0,1,339
1/11/2021,Charleston County Detention Center,0,0,2
1/11/2021,Columbia Regional Care Center,0,0,1
1/11/2021,Folkston ICE Processing Center (Main),5,0,89
1/11/2021,Irwin County Detention Center,13,0,61
1/11/2021,Robert A. Deyton Detention Center,1,0,5
1/11/2021,Sheriff Al Cannon Detention Center,0,0,1
1/11/2021,Stewart Detention Center,46,3,445
1/11/2021,Howard County Detention Center,1,0,2
1/11/2021,Worcester County Jail,0,0,1
1/11/2021,Bristol County Detention Center,0,0,1
1/11/2021,Cumberland County Jail,0,0,1
1/11/2021,Franklin County House of Corrections,1,0,9
1/11/2021,Plymouth County Correctional Facility,1,0,1
1/11/2021,Strafford County Corrections,3,0,13
1/11/2021,Wyatt Detention Center,0,0,4
1/11/2021,Buffalo (Batavia) Service Processing Center,1,0,51
1/11/2021,Chase County Detention Facility,0,0,82
1/11/2021,Clay County Justice Center,0,0,17
1/11/2021,Dodge County Jail,0,0,4
1/11/2021,Lincoln County Detention Center,0,0,1
1/11/2021,McHenry County Adult Correctional Facility,0,0,6
1/11/2021,Montgomery County Jail,0,0,1
1/11/2021,Morgan County Detention Center,0,0,1
1/11/2021,Pulaski County Detention Center,2,0,110
1/11/2021,Bluebonnet Detention Facility,0,0,390
1/11/2021,Eden Detention Center,0,0,62
1/11/2021,Johnson County Law Enforcement Center,0,0,4
1/11/2021,Kay County Detention Center,0,0,1
1/11/2021,Moore Detention Center,0,0,35
1/11/2021,Prairieland Detention Facility,1,0,132
1/11/2021,Rolling Plains Detention Center,0,0,59
1/11/2021,Aurora Contract Detention Facility,38,0,167
1/11/2021,Butler County Jail,1,0,1
1/11/2021,Calhoun County Correctional Center,6,0,54
1/11/2021,Geauga County Jail,0,0,1
1/11/2021,Monroe County Jail,0,0,1
1/11/2021,Morrow County Correctional Facility,0,0,51
1/11/2021,Saint Clair County Jail,2,0,14
1/11/2021,Cibola County Correctional Center,0,0,1
1/11/2021,El Paso Service Processing Center,9,0,321
1/11/2021,Otero County Processing Center,0,0,185
1/11/2021,Torrance County Detention Center,0,0,55
1/11/2021,Coastal Bend Detention Center,0,0,12
1/11/2021,Houston Contract Detention Facility,0,0,159
1/11/2021,IAH Polk Adult Detention Facility,0,0,31
1/11/2021,Joe Corley Detention Center,0,1,51
1/11/2021,Montgomery Processing Center (Houston),9,0,241
1/11/2021,Adelanto ICE Processing Center,5,0,268
1/11/2021,Baker County Detention Center,1,0,13
1/11/2021,Broward Transitional Center,30,0,190
1/11/2021,Glades County Detention Center,3,1,182
1/11/2021,Krome North Service Processing Center,4,0,220
1/11/2021,Larkin Behavioral Health Center,0,0,2
1/11/2021,San Juan Staging Facility,0,0,1
1/11/2021,Wakulla County Jail,1,0,42
1/11/2021,Elizabeth Detention Center,2,0,38
1/11/2021,Essex County Jail,8,0,22
1/11/2021,Adams County Correctional Center,3,0,109
1/11/2021,Alexandria Staging Facility,13,0,216
1/11/2021,Allen Parish Detention Center,0,0,12
1/11/2021,Catahoula Correctional Center,0,0,119
1/11/2021,Etowah County Jail,7,0,29
1/11/2021,Hancock County Jail,0,0,1
1/11/2021,Jackson Parish Correctional,2,0,114
1/11/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/11/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/11/2021,Pine Prairie ICE Processing Center,5,0,70
1/11/2021,Richwood Correctional Center,0,0,127
1/11/2021,River Correctional Center,0,0,56
1/11/2021,South Louisiana Correctional Center,5,0,29
1/11/2021,Winn Correctional Center,11,1,284
1/11/2021,Bergen County Jail,0,0,7
1/11/2021,Hudson County Jail,0,0,14
1/11/2021,Berks Family Residential Center,0,0,1
1/11/2021,Cambria County Prison,1,0,12
1/11/2021,Clinton County Correctional Facility,14,0,62
1/11/2021,Pike County Correctional Facility,4,0,36
1/11/2021,South Central Regional Jail,1,0,1
1/11/2021,York County Prison,110,0,230
1/11/2021,CCA Florence Correctional Center,12,0,103
1/11/2021,Eloy Federal Contract Facility,2,0,278
1/11/2021,Florence Detention Center,6,0,94
1/11/2021,La Palma Correctional Facility,16,0,531
1/11/2021,Cache County Jail,0,0,15
1/11/2021,Henderson Detention Center,1,0,27
1/11/2021,Nevada Southern Detention Center,0,0,13
1/11/2021,Nye County Jail,1,0,60
1/11/2021,Washington County Jail,0,0,6
1/11/2021,El Valle Detention Facility,8,0,114
1/11/2021,Karnes County Family Residential Center,5,0,95
1/11/2021,Laredo Processing Center,0,0,7
1/11/2021,LaSalle County Regional Detention Center,0,0,11
1/11/2021,Limestone County Detention Center,3,0,92
1/11/2021,Port Isabel Detention Center,10,0,241
1/11/2021,Rio Grande Detention Center,12,0,181
1/11/2021,South Texas Family Residential Center (Dilley),2,0,27
1/11/2021,South Texas ICE Processing Center (Pearsall),2,0,282
1/11/2021,T. Don Hutto Residential Center,1,0,3
1/11/2021,Webb County Detention Center (CCA),6,0,100
1/11/2021,Imperial Regional Detention Facility,10,0,19
1/11/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/11/2021,San Luis Regional Detention Center,0,0,21
1/11/2021,Golden State Annex Facility,2,0,5
1/11/2021,Mesa Verde ICE Processing Center,0,0,59
1/11/2021,Yuba County Jail,6,0,7
1/11/2021,Northwest ICE Processing Center (NWIPC),1,0,29
1/11/2021,Douglas County Corrections,0,0,1
1/11/2021,Freeborn County Adult Detention Center,0,0,5
1/11/2021,Hardin County Jail,0,0,7
1/11/2021,Kandiyoh County Jail,1,0,41
1/11/2021,Linn County Jail,0,0,2
1/11/2021,Nobles County Jail,0,0,2
1/11/2021,Phelps County Jail,0,0,2
1/11/2021,Polk County Jail,0,0,15
1/11/2021,Sherburne County Jail,0,0,2
1/11/2021,Caroline Detention Facility,9,0,65
1/11/2021,Immigration Centers of America - Farmville,0,1,339
1/12/2021,Charleston County Detention Center,0,0,2
1/12/2021,Columbia Regional Care Center,0,0,1
1/12/2021,Folkston ICE Processing Center (Main),7,0,91
1/12/2021,Irwin County Detention Center,10,0,61
1/12/2021,Robert A. Deyton Detention Center,1,0,5
1/12/2021,Sheriff Al Cannon Detention Center,0,0,1
1/12/2021,Stewart Detention Center,43,3,447
1/12/2021,Howard County Detention Center,1,0,2
1/12/2021,Worcester County Jail,0,0,1
1/12/2021,Bristol County Detention Center,0,0,1
1/12/2021,Cumberland County Jail,0,0,1
1/12/2021,Franklin County House of Corrections,1,0,9
1/12/2021,Plymouth County Correctional Facility,2,0,2
1/12/2021,Strafford County Corrections,4,0,16
1/12/2021,Wyatt Detention Center,4,0,8
1/12/2021,Buffalo (Batavia) Service Processing Center,2,0,52
1/12/2021,Chase County Detention Facility,0,0,82
1/12/2021,Clay County Justice Center,1,0,18
1/12/2021,Dodge County Jail,0,0,4
1/12/2021,Kankakee County Detention Center,2,0,2
1/12/2021,Lincoln County Detention Center,0,0,1
1/12/2021,McHenry County Adult Correctional Facility,0,0,6
1/12/2021,Montgomery County Jail,0,0,1
1/12/2021,Morgan County Detention Center,0,0,1
1/12/2021,Pulaski County Detention Center,2,0,110
1/12/2021,Bluebonnet Detention Facility,7,0,397
1/12/2021,Eden Detention Center,0,0,62
1/12/2021,Johnson County Law Enforcement Center,0,0,4
1/12/2021,Kay County Detention Center,0,0,1
1/12/2021,Moore Detention Center,0,0,35
1/12/2021,Prairieland Detention Facility,6,0,138
1/12/2021,Rolling Plains Detention Center,0,0,59
1/12/2021,Aurora Contract Detention Facility,38,0,167
1/12/2021,Butler County Jail,1,0,1
1/12/2021,Calhoun County Correctional Center,4,0,55
1/12/2021,Geauga County Jail,0,0,1
1/12/2021,Monroe County Detention - Dorm,0,0,1
1/12/2021,Morrow County Correctional Facility,0,0,51
1/12/2021,Saint Clair County Jail,3,0,15
1/12/2021,Cibola County Correctional Center,0,0,1
1/12/2021,El Paso Service Processing Center,10,0,326
1/12/2021,Otero County Processing Center,0,0,185
1/12/2021,Torrance County Detention Center,0,0,55
1/12/2021,Coastal Bend Detention Center,0,0,12
1/12/2021,Houston Contract Detention Facility,0,0,159
1/12/2021,IAH Polk Adult Detention Facility,0,0,31
1/12/2021,Joe Corley Detention Center,0,1,51
1/12/2021,Montgomery Processing Center (Houston),12,0,245
1/12/2021,Adelanto ICE Processing Center,4,0,270
1/12/2021,Baker County Detention Center,1,0,13
1/12/2021,Broward Transitional Center,58,0,218
1/12/2021,Glades County Detention Center,3,1,182
1/12/2021,Krome North Service Processing Center,1,0,221
1/12/2021,Larkin Behavioral Health Center,0,0,2
1/12/2021,San Juan Staging Facility,0,0,1
1/12/2021,Wakulla County Jail,1,0,42
1/12/2021,Elizabeth Detention Center,1,0,38
1/12/2021,Essex County Jail,9,0,23
1/12/2021,Adams County Correctional Center,3,0,109
1/12/2021,Alexandria Staging Facility,17,0,221
1/12/2021,Allen Parish Detention Center,0,0,12
1/12/2021,Catahoula Correctional Center,0,0,119
1/12/2021,Etowah County Jail,6,0,30
1/12/2021,Hancock County Jail,0,0,1
1/12/2021,Jackson Parish Correctional,1,0,114
1/12/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/12/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/12/2021,Pine Prairie ICE Processing Center,8,0,73
1/12/2021,Richwood Correctional Center,0,0,127
1/12/2021,River Correctional Center,0,0,56
1/12/2021,South Louisiana Correctional Center,4,0,29
1/12/2021,Winn Correctional Center,10,1,284
1/12/2021,Bergen County Jail,0,0,7
1/12/2021,Hudson County Jail,0,0,14
1/12/2021,Orange County Jail,1,0,1
1/12/2021,Berks Family Residential Center,0,0,1
1/12/2021,Cambria County Prison,0,0,12
1/12/2021,Clinton County Correctional Facility,6,0,62
1/12/2021,Pike County Correctional Facility,4,0,37
1/12/2021,South Central Regional Jail,1,0,1
1/12/2021,York County Prison,108,0,235
1/12/2021,CCA Florence Correctional Center,12,0,103
1/12/2021,Eloy Federal Contract Facility,4,0,280
1/12/2021,Florence Detention Center,6,0,95
1/12/2021,La Palma Correctional Facility,16,0,531
1/12/2021,Cache County Jail,0,0,15
1/12/2021,Henderson Detention Center,2,0,28
1/12/2021,Nevada Southern Detention Center,0,0,13
1/12/2021,Nye County Jail,1,0,60
1/12/2021,Washington County Jail,0,0,6
1/12/2021,El Valle Detention Facility,11,0,117
1/12/2021,Karnes County Family Residential Center,5,0,95
1/12/2021,Laredo Processing Center,0,0,7
1/12/2021,LaSalle County Regional Detention Center,0,0,11
1/12/2021,Limestone County Detention Center,3,0,92
1/12/2021,Port Isabel Detention Center,12,0,246
1/12/2021,Rio Grande Detention Center,14,0,183
1/12/2021,South Texas Family Residential Center (Dilley),2,0,27
1/12/2021,South Texas ICE Processing Center (Pearsall),4,0,284
1/12/2021,T. Don Hutto Residential Center,1,0,3
1/12/2021,Webb County Detention Center (CCA),7,0,101
1/12/2021,Imperial Regional Detention Facility,9,0,19
1/12/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/12/2021,San Luis Regional Detention Center,0,0,21
1/12/2021,Golden State Annex Facility,2,0,5
1/12/2021,Mesa Verde ICE Processing Center,0,0,59
1/12/2021,Yuba County Jail,6,0,7
1/12/2021,Northwest ICE Processing Center (NWIPC),0,0,29
1/12/2021,Douglas County Corrections,0,0,1
1/12/2021,Freeborn County Adult Detention Center,0,0,5
1/12/2021,Hardin County Jail,0,0,7
1/12/2021,Kandiyoh County Jail,1,0,41
1/12/2021,Linn County Jail,0,0,2
1/12/2021,Nobles County Jail,0,0,2
1/12/2021,Phelps County Jail,0,0,2
1/12/2021,Polk County Jail,0,0,15
1/12/2021,Sherburne County Jail,0,0,2
1/12/2021,Caroline Detention Facility,9,0,65
1/12/2021,Immigration Centers of America - Farmville,0,1,339
1/13/2021,Charleston County Detention Center,0,0,2
1/13/2021,Columbia Regional Care Center,0,0,1
1/13/2021,Folkston ICE Processing Center (Main),8,0,92
1/13/2021,Irwin County Detention Center,10,0,61
1/13/2021,Robert A. Deyton Detention Center,1,0,5
1/13/2021,Sheriff Al Cannon Detention Center,0,0,1
1/13/2021,Stewart Detention Center,46,3,450
1/13/2021,Howard County Detention Center,1,0,2
1/13/2021,Worcester County Jail,0,0,1
1/13/2021,Bristol County Detention Center,0,0,1
1/13/2021,Cumberland County Jail,0,0,1
1/13/2021,Franklin County House of Corrections,0,0,9
1/13/2021,Plymouth County Correctional Facility,2,0,2
1/13/2021,Strafford County Corrections,5,0,18
1/13/2021,Wyatt Detention Center,4,0,8
1/13/2021,Buffalo (Batavia) Service Processing Center,2,0,52
1/13/2021,Chase County Detention Facility,0,0,82
1/13/2021,Clay County Justice Center,1,0,18
1/13/2021,Dodge County Jail,0,0,4
1/13/2021,Kankakee County Detention Center,2,0,2
1/13/2021,Lincoln County Detention Center,0,0,1
1/13/2021,McHenry County Adult Correctional Facility,0,0,6
1/13/2021,Montgomery County Jail,0,0,1
1/13/2021,Morgan County Detention Center,0,0,1
1/13/2021,Pulaski County Detention Center,2,0,110
1/13/2021,Bluebonnet Detention Facility,7,0,397
1/13/2021,Eden Detention Center,0,0,62
1/13/2021,Johnson County Law Enforcement Center,0,0,4
1/13/2021,Kay County Detention Center,0,0,1
1/13/2021,Moore Detention Center,0,0,35
1/13/2021,Prairieland Detention Facility,6,0,138
1/13/2021,Rolling Plains Detention Center,0,0,59
1/13/2021,Aurora Contract Detention Facility,38,0,167
1/13/2021,Butler County Jail,1,0,1
1/13/2021,Calhoun County Correctional Center,4,0,55
1/13/2021,Geauga County Jail,0,0,1
1/13/2021,Monroe County Detention - Dorm,0,0,1
1/13/2021,Morrow County Correctional Facility,0,0,51
1/13/2021,Saint Clair County Jail,3,0,15
1/13/2021,Cibola County Correctional Center,0,0,1
1/13/2021,El Paso Service Processing Center,10,0,326
1/13/2021,Otero County Processing Center,0,0,185
1/13/2021,Torrance County Detention Center,0,0,55
1/13/2021,Coastal Bend Detention Center,0,0,12
1/13/2021,Houston Contract Detention Facility,0,0,159
1/13/2021,IAH Polk Adult Detention Facility,0,0,31
1/13/2021,Joe Corley Detention Center,0,1,51
1/13/2021,Montgomery Processing Center (Houston),8,0,248
1/13/2021,Adelanto ICE Processing Center,4,0,270
1/13/2021,Baker County Detention Center,1,0,14
1/13/2021,Broward Transitional Center,68,0,228
1/13/2021,Glades County Detention Center,3,1,182
1/13/2021,Krome North Service Processing Center,2,0,222
1/13/2021,Larkin Behavioral Health Center,0,0,2
1/13/2021,San Juan Staging Facility,0,0,1
1/13/2021,Wakulla County Jail,2,0,43
1/13/2021,Elizabeth Detention Center,1,0,38
1/13/2021,Essex County Jail,9,0,23
1/13/2021,Adams County Correctional Center,3,0,109
1/13/2021,Alexandria Staging Facility,20,0,224
1/13/2021,Allen Parish Detention Center,0,0,12
1/13/2021,Catahoula Correctional Center,0,0,119
1/13/2021,Etowah County Jail,6,0,30
1/13/2021,Hancock County Jail,0,0,1
1/13/2021,Jackson Parish Correctional,1,0,114
1/13/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/13/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/13/2021,Pine Prairie ICE Processing Center,10,0,75
1/13/2021,Richwood Correctional Center,0,0,127
1/13/2021,River Correctional Center,0,0,56
1/13/2021,South Louisiana Correctional Center,4,0,29
1/13/2021,Winn Correctional Center,10,1,284
1/13/2021,Bergen County Jail,0,0,7
1/13/2021,Hudson County Jail,0,0,14
1/13/2021,Orange County Jail,1,0,1
1/13/2021,Berks Family Residential Center,0,0,1
1/13/2021,Cambria County Prison,0,0,12
1/13/2021,Clinton County Correctional Facility,7,0,63
1/13/2021,Pike County Correctional Facility,4,0,37
1/13/2021,South Central Regional Jail,1,0,1
1/13/2021,York County Prison,108,0,235
1/13/2021,CCA Florence Correctional Center,13,0,104
1/13/2021,Eloy Federal Contract Facility,1,0,280
1/13/2021,Florence Detention Center,5,0,96
1/13/2021,La Palma Correctional Facility,18,0,533
1/13/2021,Cache County Jail,0,0,15
1/13/2021,Henderson Detention Center,2,0,28
1/13/2021,Nevada Southern Detention Center,0,0,13
1/13/2021,Nye County Jail,1,0,60
1/13/2021,Washington County Jail,0,0,6
1/13/2021,El Valle Detention Facility,14,0,120
1/13/2021,Karnes County Family Residential Center,5,0,95
1/13/2021,Laredo Processing Center,0,0,7
